filename,duration_ms,tempo,loudness,energy,danceability,acousticness,speechiness,instrumentalness,valence,key,mode,time_signature,spectral_contrast,zcr,spec_centroid,spec_bandwidth,Artist,Url_spotify,Track,Album,Album_type,Uri,Url_youtube,Title,Channel,Licensed,official_video,video_id,Views,Likes,Comments,Track_URL_Spotify,Spotify_Track_Popularity
Fonseca - Arroyito (Video Oficial).opus,119025.5,[95.33898305],-14.590312,0.17326984,0.9964894252387116,0.4655432963488304,0.0262114501516712,0.4533407314431383,[0.35535418],6.0,0.0,3.0,23.17531593390012,0.0511864809934805,2981.816388930827,3741.602233285835,Fonseca,https://open.spotify.com/artist/53KTldaJ8tHSkYU3nigfwP,Arroyito,Gratitud,album,spotify:track:5gRcvozPg8roCPDrd1VBQS,https://www.youtube.com/watch?v=lj7IQDeBNlI,Fonseca - Arroyito (Video Oficial),Fonseca,False,True,lj7IQDeBNlI,214584415.0,389625.0,7386.0,https://open.spotify.com/track/5gRcvozPg8roCPDrd1VBQS,51.0
Fonseca - Eres Mi Sueño.opus,98011.4375,[114.79591837],-13.036554,0.2046715,0.9973016021177858,0.4155995014535797,0.0322989533772888,0.402176072532506,[0.48007629],7.0,0.0,3.0,21.936413933321635,0.062165764603058,3345.5983019128525,3898.326707317879,Fonseca,https://open.spotify.com/artist/53KTldaJ8tHSkYU3nigfwP,Eres Mi Sueño - Versión Radio Edit,Ilusión,album,spotify:track:2BzPF9dX13wqEAo5a3XPR2,https://www.youtube.com/watch?v=00QVU7voMq8,Fonseca - Eres Mi Sueño,FonsecaVEVO,True,True,00QVU7voMq8,409268541.0,840876.0,17734.0,https://open.spotify.com/track/2BzPF9dX13wqEAo5a3XPR2,65.0
Fonseca - Te Mando Flores.opus,116006.89583333331,[102.27272727],-23.914516,0.059699345,0.9965069348349854,0.5003229888452836,0.021908719378722,0.4893615528839488,[0.35084377],4.0,1.0,3.0,22.745350604329836,0.043354849554064,2744.3779261212917,3562.4946617893265,Fonseca,https://open.spotify.com/artist/53KTldaJ8tHSkYU3nigfwP,Te Mando Flores,Corazón,album,spotify:track:2in1gSZtv2lRbcZUmN9aAl,https://www.youtube.com/watch?v=9oLBY9QqTAQ,Fonseca - Te Mando Flores,FonsecaVEVO,True,True,9oLBY9QqTAQ,145813297.0,400542.0,7395.0,https://open.spotify.com/track/2in1gSZtv2lRbcZUmN9aAl,72.0
Foo Fighters - Everlong (Official HD Video).opus,145519.45833333334,[156.25],-11.272811,0.25765908,0.996128737318459,0.5196672093381847,0.0253222979355045,0.5065080414360109,[0.51114921],11.0,0.0,3.0,21.14477272903718,0.0479384961037711,2617.08393844737,3242.877860991517,Foo Fighters,https://open.spotify.com/artist/7jy3rLJdDQY21OgRLCZ9sD,Everlong,The Colour And The Shape,album,spotify:track:5UWwZ5lm5PKu6eKsHAGxOk,https://www.youtube.com/watch?v=eBG7P-K-r1Y,Foo Fighters - Everlong (Official HD Video),foofightersVEVO,True,True,eBG7P-K-r1Y,355437503.0,2004727.0,56557.0,https://open.spotify.com/track/5UWwZ5lm5PKu6eKsHAGxOk,84.0
Foo Fighters - Learn To Fly (Official HD Video).opus,138507.0416666667,[137.19512195],-12.28414,0.22954135,0.9959242686283204,0.4354530666081083,0.0360731626364333,0.4197448973158204,[0.54833655],11.0,0.0,3.0,21.83282661844068,0.0697171698728438,3197.4113503214235,3446.6877620375835,Foo Fighters,https://open.spotify.com/artist/7jy3rLJdDQY21OgRLCZ9sD,Learn to Fly,There Is Nothing Left To Lose,album,spotify:track:5OQsiBsky2k2kDKy2bX2eT,https://www.youtube.com/watch?v=1VQ_3sBZEm0,Foo Fighters - Learn To Fly (Official Music Video),foofightersVEVO,True,True,1VQ_3sBZEm0,193124795.0,842870.0,35121.0,https://open.spotify.com/track/5OQsiBsky2k2kDKy2bX2eT,75.0
Foo Fighters - The Pretender.opus,135000.83333333334,[86.53846154],-13.035057,0.1910793,0.995129450935103,0.4511803128125198,0.0393139014137469,0.4334426544747849,[0.33354664],4.0,1.0,3.0,22.19278660145833,0.0777506780462392,3083.45340353211,3051.4690356183505,Foo Fighters,https://open.spotify.com/artist/7jy3rLJdDQY21OgRLCZ9sD,The Pretender,"Echoes, Silence, Patience & Grace",album,spotify:track:7x8dCjCr0x6x2lXKujYD34,https://www.youtube.com/watch?v=SBjQ9tuuTJQ,Foo Fighters - The Pretender,foofightersVEVO,True,True,SBjQ9tuuTJQ,610924493.0,2878664.0,94871.0,https://open.spotify.com/track/7x8dCjCr0x6x2lXKujYD34,78.0
Foreigner - Cold As Ice (Official Music Video).opus,99520.72916666669,[130.81395349],-17.549204,0.117348514,0.993403191843036,0.4466197944706066,0.0473819972907116,0.4254580565790221,[0.50955344],10.0,0.0,3.0,23.049904881968622,0.0835619758734326,3116.202380529277,2960.8571157441384,Foreigner,https://open.spotify.com/artist/6IRouO5mvvfcyxtPDKMYFN,Cold as Ice,Foreigner (Expanded),album,spotify:track:7vidktgNZFQylTgH1GEnMs,https://www.youtube.com/watch?v=ySb1f9zWJkQ,Foreigner - Cold As Ice (Official Music Video),RHINO,True,True,ySb1f9zWJkQ,10583703.0,126194.0,4056.0,https://open.spotify.com/track/7vidktgNZFQylTgH1GEnMs,73.0
Foreigner - I Want To Know What Love Is (Official Music Video).opus,150511.75,[81.52173913],-22.701603,0.06466847,0.993412151128015,0.579083963494397,0.0221602201503487,0.5662513353778247,[0.22867091],3.0,0.0,3.0,22.382623210561583,0.0429578154896889,2244.0238925268886,2982.9919014213233,Foreigner,https://open.spotify.com/artist/6IRouO5mvvfcyxtPDKMYFN,I Want to Know What Love Is - 1999 Remaster,Agent Provocateur,album,spotify:track:1JLn8RhQzHz3qDqsChcmBl,https://www.youtube.com/watch?v=r3Pr1_v7hsw,Foreigner - I Want To Know What Love Is (Official Music Video),RHINO,True,True,r3Pr1_v7hsw,490552277.0,2677451.0,59634.0,https://open.spotify.com/track/1JLn8RhQzHz3qDqsChcmBl,84.0
Foster The People - Imagination (Official Video).opus,120511.58333333331,[95.33898305],-12.142367,0.21347135,0.995567084339303,0.4960724713721555,0.031873314604239,0.4802609974256084,[0.33044292],9.0,1.0,3.0,22.79303370079879,0.0595680651442733,2772.7832247674487,3035.1790328057473,Foster The People,https://open.spotify.com/artist/7gP3bB2nilZXLfPHJhMdvc,Imagination,Imagination,single,spotify:track:2flxduIqEbsicdmPyj1WVW,https://www.youtube.com/watch?v=u209iGyUUCY,Foster The People - Imagination (Official Video),fosterthepeopleVEVO,True,True,u209iGyUUCY,23436446.0,352038.0,5863.0,https://open.spotify.com/track/2flxduIqEbsicdmPyj1WVW,70.0
Foster The People - Pumped Up Kicks (Official Video).opus,128011.625,[127.84090909],-23.234707,0.06222504,0.995017280720124,0.6507365353802537,0.0187202308546094,0.6385545972124066,[0.29132118],5.0,1.0,3.0,21.148778478743793,0.035012637867647,1823.0232201257245,2476.20917958902,Foster The People,https://open.spotify.com/artist/7gP3bB2nilZXLfPHJhMdvc,Pumped Up Kicks,Torches,album,spotify:track:7w87IxuO7BDcJ3YUqCyMTT,https://www.youtube.com/watch?v=SDTZ7iX4vTQ,Foster The People - Pumped Up Kicks (Official Video),fosterthepeopleVEVO,True,True,SDTZ7iX4vTQ,1189844908.0,9700115.0,517991.0,https://open.spotify.com/track/7w87IxuO7BDcJ3YUqCyMTT,84.0
Foster The People - Sit Next to Me (Official Video).opus,123019.33333333331,[96.98275862],-11.17931,0.24817027,0.9948138075014392,0.5050017766385166,0.030983176480167,0.4893552174701276,[0.32892865],4.0,0.0,3.0,22.44563058156221,0.0577593029982009,2713.2958751796727,3131.235802611595,Foster The People,https://open.spotify.com/artist/7gP3bB2nilZXLfPHJhMdvc,Sit Next to Me,Sacred Hearts Club,album,spotify:track:4BdGO1CaObRD4La9l5Zanz,https://www.youtube.com/watch?v=lY_0mkYDZDU,Foster The People - Sit Next to Me (Official Video),fosterthepeopleVEVO,True,True,lY_0mkYDZDU,6572179.0,93355.0,2615.0,https://open.spotify.com/track/4BdGO1CaObRD4La9l5Zanz,74.0
Foto En Panty - Sech (Video Oficial).opus,104002.1875,[100.44642857],-11.440324,0.21056627,0.9923086170780842,0.5334175570240034,0.0223576280693091,0.5214916056784212,[0.31746897],0.0,1.0,3.0,22.120647319699874,0.0444548255467387,2528.4639445847533,3064.804321738285,Sech,https://open.spotify.com/artist/77ziqFxp5gaInVrF2lj4ht,Foto En Panty,Ya Casi Vienen,single,spotify:track:4HehbhlVK81hZT5Yg7QmiR,https://www.youtube.com/watch?v=uxrY0scg5mA,Foto En Panty - Sech (Video Oficial),Sech,True,True,uxrY0scg5mA,7448060.0,69142.0,674.0,https://open.spotify.com/track/4HehbhlVK81hZT5Yg7QmiR,48.0
Four Tops - Baby I Need Your Loving (1966) HQ 0815007.opus,79505.125,[61.81318681],-13.898802,0.19790107,0.9963874492709808,0.596151325923804,0.0220960293616616,0.5829787487221981,[0.16544266],2.0,1.0,3.0,22.394829632379068,0.0438720768630936,2141.195648463948,2550.0141162085447,Four Tops,https://open.spotify.com/artist/7fIvjotigTGWqjIz6EP1i4,Baby I Need Your Loving,Four Tops,album,spotify:track:3aCbwWCYCT3MJjZeUnlcp4,https://www.youtube.com/watch?v=KUOntQocGWk,Four Tops - Baby I Need Your Loving (1966) HQ 0815007,Irma0815007,False,False,KUOntQocGWk,8817428.0,52085.0,3782.0,https://open.spotify.com/track/3aCbwWCYCT3MJjZeUnlcp4,63.0
Four Tops - Reach Out (I'll Be There) (1967) HD 0815007.opus,87028.39583333333,[119.68085106],-17.815382,0.121937275,0.9960339942589672,0.5593213408878743,0.027556019855139,0.5439086709129651,[0.3538609],3.0,0.0,3.0,23.109320903606054,0.054725382342352,2365.363537684767,2707.401978062491,Four Tops,https://open.spotify.com/artist/7fIvjotigTGWqjIz6EP1i4,Reach Out I'll Be There,Reach Out,album,spotify:track:6Pkj4nv5K53i64cLVgkVyY,https://www.youtube.com/watch?v=2EaflX0MWRo,Four Tops - Reach Out (I'll Be There) (1967) HD 0815007,Clara0815007,False,False,2EaflX0MWRo,16788572.0,143665.0,7016.0,https://open.spotify.com/track/6Pkj4nv5K53i64cLVgkVyY,64.0
Franco De Vita - Tan Sólo Tú (Live) ft. Alejandra Guzmán.opus,122013.5,[148.02631579],-25.51175,0.045098275,0.9948315403870892,0.5350111331606815,0.028105988577443,0.5199741163632625,[0.4659662],2.0,1.0,3.0,23.253845105153257,0.05115325551567,2518.288414173958,3081.2662083462774,Franco De Vita,https://open.spotify.com/artist/4NEYQeEYBUjfaXgDQGvFvu,Tan Sólo Tú (feat. Alejandra Guzmán) - Franco De Vita en Primera Fila,Franco De Vita En Primera Fila,album,spotify:track:6dhnmkbc9Z7pGsUyUgZKGX,https://www.youtube.com/watch?v=HfOsu6Lvi6A,Franco De Vita - Tan Sólo Tú (Live) ft. Alejandra Guzmán,FrancodeVitaVEVO,True,True,HfOsu6Lvi6A,505484436.0,1201130.0,25482.0,https://open.spotify.com/track/6dhnmkbc9Z7pGsUyUgZKGX,65.0
Franco de Vita - Tú De Qué Vas - Campaña Síndrome de Down.opus,160513.5,[160.71428571],-21.181839,0.0721485,0.994264208293352,0.6412082581173413,0.0178684628622687,0.6297508521701916,[0.37717476],6.0,0.0,3.0,23.299522140556487,0.0352747431307728,1877.4921473699176,2471.0279937217933,Franco De Vita,https://open.spotify.com/artist/4NEYQeEYBUjfaXgDQGvFvu,Tú de Qué Vas,Stop,album,spotify:track:66iygyOSvvoQQsKJ1vEXfT,https://www.youtube.com/watch?v=5So5tzmxueY,Franco de Vita - Tú De Qué Vas - Campaña Síndrome de Down,Franco De Vita,False,True,5So5tzmxueY,2990371.0,15933.0,459.0,https://open.spotify.com/track/66iygyOSvvoQQsKJ1vEXfT,75.0
Frank Ocean - Lost (Lyrics).opus,117028.58333333331,[122.2826087],-10.225238,0.24395408,0.9960401033656754,0.6566510460255317,0.0169702160761647,0.6455075358878389,[0.27351878],2.0,0.0,3.0,22.152220094011938,0.0334172709510572,1789.4206236780833,2403.937164356208,Frank Ocean,https://open.spotify.com/artist/2h93pZq0e7k5yf4dywlkpM,Lost,channel ORANGE,album,spotify:track:3GZD6HmiNUhxXYf8Gch723,https://www.youtube.com/watch?v=xjoBP7SDgaY,Frank Ocean - Lost (Lyrics),TheGoodVibe,False,False,xjoBP7SDgaY,8641497.0,80542.0,1137.0,https://open.spotify.com/track/3GZD6HmiNUhxXYf8Gch723,82.0
Frank Ocean – Pink + White (music video).opus,93019.14583333334,[160.71428571],-13.595642,0.17456114,0.99435079087859,0.7063304188736513,0.0753656880811101,0.6530973408426198,[0.30392827],8.0,1.0,3.0,21.34693241918954,0.02782004957502,1512.8873803896631,2081.9288508315817,Frank Ocean,https://open.spotify.com/artist/2h93pZq0e7k5yf4dywlkpM,Pink + White,Blonde,album,spotify:track:3xKsf9qdS1CyvXSMEid6g8,https://www.youtube.com/watch?v=SXHpcYneDeM,Frank Ocean – Pink + White (music video),Mikhail Mutskyi,False,False,SXHpcYneDeM,3310516.0,43369.0,703.0,https://open.spotify.com/track/3xKsf9qdS1CyvXSMEid6g8,86.0
Frank Ocean- Novacane (Official Video HQ).opus,87539.22916666667,[93.75],-19.55484,0.08444736,0.9975916848001076,0.5801244591495732,0.0186336587816397,0.5693146179268967,[0.26223101],2.0,0.0,3.0,22.219946968099816,0.0366310890284208,2237.704585511326,3072.4929871882614,Frank Ocean,https://open.spotify.com/artist/2h93pZq0e7k5yf4dywlkpM,Novacane,Novacane,single,spotify:track:4osgfFTICMkcGbbigdsa53,https://www.youtube.com/watch?v=WtyX_Ec5MZw,Frank Ocean- Novacane (Official Video HQ),Haran Banjo,False,False,WtyX_Ec5MZw,1695009.0,25792.0,814.0,https://open.spotify.com/track/4osgfFTICMkcGbbigdsa53,81.0
Frank Sinatra - Have Yourself A Merry Little Christmas (Official Video).opus,108013.5,[148.02631579],-16.040377,0.13757025,0.995657180054218,0.6452515602319038,0.019954708561983,0.6323757533983113,[0.3431115],8.0,1.0,3.0,23.658798637566395,0.0371503102010713,1854.327015369107,2567.7523769582867,Frank Sinatra,https://open.spotify.com/artist/1Mxqyy3pSjf8kZZL4QVxS0,Have Yourself A Merry Little Christmas - Remastered 1999,A Jolly Christmas From Frank Sinatra,album,spotify:track:2FPfeYlrbSBR8PwCU0zaqq,https://www.youtube.com/watch?v=-tJtsKngXJU,Frank Sinatra - Have Yourself A Merry Little Christmas (Official Video),FrankSinatraVEVO,True,True,-tJtsKngXJU,19038534.0,163607.0,4724.0,https://open.spotify.com/track/2FPfeYlrbSBR8PwCU0zaqq,64.0
Frank Sinatra - Jingle Bells.opus,62513.5,[86.53846154],-18.056923,0.10966098,0.9969841743812832,0.5725512231172144,0.0270360846015747,0.5570716798102823,[0.24705158],3.0,1.0,3.0,23.200849159355165,0.0523183237182221,2283.8546341805113,2487.9706830555733,Frank Sinatra,https://open.spotify.com/artist/1Mxqyy3pSjf8kZZL4QVxS0,Jingle Bells - Remastered 1999,A Jolly Christmas From Frank Sinatra,album,spotify:track:4HEOgBHRCExyYVeTyrXsnL,https://www.youtube.com/watch?v=hLf0-lro8X8,Frank Sinatra - Jingle Bells,FrankSinatraVEVO,True,True,hLf0-lro8X8,25685406.0,331849.0,5579.0,https://open.spotify.com/track/4HEOgBHRCExyYVeTyrXsnL,56.0
Frank Sinatra - Let It Snow! Let It Snow! Let It Snow! (Official Music Video).opus,78513.5,[144.23076923],-18.981794,0.09883265,0.996765865795819,0.595676830675226,0.0241980211826642,0.5812626301085246,[0.38654407],6.0,0.0,3.0,23.17310713710691,0.0452234936447153,2144.0311152153145,2747.2553040760554,Frank Sinatra,https://open.spotify.com/artist/1Mxqyy3pSjf8kZZL4QVxS0,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Christmas Songs by Sinatra,album,spotify:track:4kKdvXD0ez7jp1296JmAts,https://www.youtube.com/watch?v=sE3uRRFVsmc,Frank Sinatra - Let It Snow! Let It Snow! Let It Snow! (Official Music Video),FrankSinatraVEVO,True,True,sE3uRRFVsmc,24423405.0,205185.0,3114.0,https://open.spotify.com/track/0SUKNXEqZnRw7g0NO139FM,53.0
Franz Ferdinand - Do You Want To (Video).opus,108019.22916666666,[122.2826087],-12.846546,0.22249237,0.9968087032916442,0.547633181765629,0.0314614907587068,0.5304038254783484,[0.37271132],7.0,1.0,3.0,21.66734252946921,0.0625573767835983,2438.3602666042225,2487.5435556427065,Franz Ferdinand,https://open.spotify.com/artist/0XNa1vTidXlvJ2gHSsRi4A,Do You Want To,You Could Have It So Much Better,album,spotify:track:6WrnSlcN0dzTO80mVVbBto,https://www.youtube.com/watch?v=1OJRRUnY--A,Franz Ferdinand - Do You Want To (Video),franzferdinandVEVO,True,True,1OJRRUnY--A,15302691.0,125747.0,2961.0,https://open.spotify.com/track/6WrnSlcN0dzTO80mVVbBto,63.0
Franz Ferdinand - Take Me Out (Official Video).opus,118514.66666666669,[104.16666667],-11.39006,0.25933465,0.9953915584078225,0.4296633374551816,0.0377995560601582,0.4134222540440497,[0.42188911],4.0,1.0,3.0,22.688735679149424,0.074370802301773,3240.108360535362,3452.5026372702296,Franz Ferdinand,https://open.spotify.com/artist/0XNa1vTidXlvJ2gHSsRi4A,Take Me Out,Franz Ferdinand,album,spotify:track:20I8RduZC2PWMWTDCZuuAN,https://www.youtube.com/watch?v=GhCXAiNz9Jo,Franz Ferdinand - Take Me Out (Official Video),Domino Recording Co.,True,True,GhCXAiNz9Jo,56597659.0,422092.0,7457.0,https://open.spotify.com/track/20I8RduZC2PWMWTDCZuuAN,84.0
Franz Ferdinand - This Fire (Video).opus,112013.0625,[144.23076923],-13.178225,0.20711692,0.9941277901364848,0.4804816289311305,0.0323926193400509,0.4649175704252768,[0.51894218],2.0,1.0,3.0,21.658281261939397,0.0627777558738811,2878.39927011186,3268.8798558173453,Franz Ferdinand,https://open.spotify.com/artist/0XNa1vTidXlvJ2gHSsRi4A,This fffire - New Version,This fffire,single,spotify:track:46gSk82duJtX3TTA182ruG,https://www.youtube.com/watch?v=haW_ruZ_Be8,Franz Ferdinand - This Fire (Video),franzferdinandVEVO,True,True,haW_ruZ_Be8,19866155.0,238645.0,4546.0,https://open.spotify.com/track/46gSk82duJtX3TTA182ruG,67.0
"Franz Liszt, Liebestraume, S541⧸R211： No. 3. Nocturne in A flat major.opus",111502.22916666669,[160.71428571],-24.939621,0.045916647,0.995980937777074,0.8612924683410799,0.0125078346951495,0.8505195645228923,[0.14023076],8.0,1.0,3.0,22.907607854463837,0.0208005290289602,698.0375570579579,864.7787709141958,Franz Liszt,https://open.spotify.com/artist/1385hLNbrnbCJGokfH2ac2,"Liebestraume, S541/R211 : No. 3: Nocturne in A-Flat Major",Liszt: Scherzo and March / 3 Liebestraume / Berceuse,album,spotify:track:6GzMz3s0K1YKwRVI36CgRx,https://www.youtube.com/watch?v=rjgj4X7OYjg,"Franz Liszt, Liebestraume, S541/R211: No. 3. Nocturne in A flat major",naxosinstrumental,False,False,rjgj4X7OYjg,21699.0,375.0,8.0,https://open.spotify.com/track/6GzMz3s0K1YKwRVI36CgRx,65.0
Fred again.. - Jungle (18 June 2022).opus,97500.60416666666,[133.92857143],-13.198925,0.16946642,0.9968088486882732,0.4905362888834621,0.0293781433198717,0.4761252434850457,[0.47042848],8.0,1.0,3.0,23.56602198871362,0.0582184448843124,2810.0261220077296,2978.3640568483543,Fred again..,https://open.spotify.com/artist/4oLeXFyACqeem2VImYeBFe,Jungle,USB,single,spotify:track:3fSDSeR4mOGCldB3nhq7M1,https://www.youtube.com/watch?v=zBp7KBmgsdU,Fred again.. - Jungle (18 June 2022) [Visualiser],Fred again . .,True,True,zBp7KBmgsdU,8494015.0,89393.0,907.0,https://open.spotify.com/track/31B7wLv4yvtjDoTTmbnxeE,68.0
Fred again.. feat. The Blessed Madonna - Marea (We've Lost Dancing) (Official Video).opus,92508.3125,[122.2826087],-17.77077,0.10431787,0.9945885244884904,0.541711923000413,0.0275073227268564,0.5268108783094547,[0.37842039],0.0,1.0,3.0,21.916316289703772,0.0543064683500518,2475.7103099182204,2727.0301560452363,Fred again..,https://open.spotify.com/artist/4oLeXFyACqeem2VImYeBFe,Marea (we’ve lost dancing),Actual Life (April 14 - December 17 2020),album,spotify:track:5Z8Dj3LtbyCMiwE86rhg2f,https://www.youtube.com/watch?v=yMJswjcD8Fg,Fred again.. feat. The Blessed Madonna - Marea (We've Lost Dancing) (Official Video),Fred again . .,True,True,yMJswjcD8Fg,6086691.0,67602.0,1300.0,https://open.spotify.com/track/5Z8Dj3LtbyCMiwE86rhg2f,73.0
Freddie Dredd - All Alone (Official Video).opus,92020.6875,[160.71428571],-8.1173935,0.3735303,0.9968513134870096,0.6372725261403611,0.0204035853356048,0.6242698817712198,[0.38171957],6.0,0.0,3.0,22.177555310483477,0.0348806119233221,1900.1151856944527,2237.623347546708,Freddie Dredd,https://open.spotify.com/artist/0dlDsD7y6ccmDm8tuWCU6F,All Alone,All Alone,single,spotify:track:5V5BHmvpylV0nSc2Yu2Mu4,https://www.youtube.com/watch?v=mQOV11xi4SM,Freddie Dredd - All Alone (Official Video),FreddieDreddVEVO,True,True,mQOV11xi4SM,25782324.0,446925.0,4276.0,https://open.spotify.com/track/5V5BHmvpylV0nSc2Yu2Mu4,59.0
Freddie Dredd - GTG (Official Music Video).opus,48018.875,[156.25],-11.753147,0.2195169,0.9974248654526758,0.6678370706084055,0.0186835093991992,0.6553595304225596,[0.33716549],5.0,0.0,3.0,21.109803202817236,0.036914257725733,1726.2873136778985,1928.938303890704,Freddie Dredd,https://open.spotify.com/artist/0dlDsD7y6ccmDm8tuWCU6F,GTG,GTG,single,spotify:track:46M2hXnaQpueG7vSvgVtVH,https://www.youtube.com/watch?v=fslK9YTkcc0,Freddie Dredd - GTG (Official Music Video),Freddie Dredd,True,True,fslK9YTkcc0,34715450.0,612571.0,6934.0,https://open.spotify.com/track/46M2hXnaQpueG7vSvgVtVH,62.0
Freddie Dredd - Limbo (Official Lyric Video).opus,83011.35416666666,[148.02631579],-8.546552,0.2948137,0.9957394923909408,0.6645643446581961,0.0362737904279202,0.6404580768941965,[0.32282742],2.0,0.0,3.0,21.095845104870676,0.030207250076288,1744.702865081974,2001.632339944027,Freddie Dredd,https://open.spotify.com/artist/0dlDsD7y6ccmDm8tuWCU6F,Limbo,Freddie's Inferno,album,spotify:track:37F7E7BKEw2E4O2L7u0IEp,https://www.youtube.com/watch?v=glkSGJU-yLw,Freddie Dredd - Limbo (Official Lyric Video),Freddie Dredd,True,True,glkSGJU-yLw,33327126.0,405998.0,3013.0,https://open.spotify.com/track/37F7E7BKEw2E4O2L7u0IEp,68.0
Freddie Gibbs & The Alchemist - Scottie Beam featuring Rick Ross (Official Video).opus,140503.95833333334,[80.35714286],-14.180471,0.18321244,0.9961929345992436,0.6609165649886165,0.0182132693591034,0.6488791135665855,[0.17731633],1.0,0.0,3.0,22.67883573042156,0.0329449545827639,1765.2826218337673,2447.7779090739773,Freddie Gibbs,https://open.spotify.com/artist/0Y4inQK6OespitzD6ijMwb,Scottie Beam,Alfredo,album,spotify:track:15NQ3x1f2GUhqs8oBXhTqp,https://www.youtube.com/watch?v=GT9IWNxHupc,Freddie Gibbs & The Alchemist - Scottie Beam featuring Rick Ross (Official Video),Freddie Gibbs,False,True,GT9IWNxHupc,6914927.0,96263.0,4311.0,https://open.spotify.com/track/15NQ3x1f2GUhqs8oBXhTqp,62.0
Freddie Gibbs - Feel No Pain (ft. Anderson .Paak & Raekwon) [Official Visualizer].opus,99013.5,[85.22727273],-8.285229,0.3362126,0.9973867802471326,0.5220662404122665,0.0208350732380808,0.5111889520581474,[0.27714998],1.0,0.0,3.0,22.507429039978117,0.0411411274305181,2601.514514327027,3302.4606001267503,Raekwon,https://open.spotify.com/artist/2yQf6b8hxahZaT5dHlWaB1,Feel No Pain (feat. Anderson .Paak & Raekwon),$oul $old $eparately,album,spotify:track:3w0Pr8rZSnYWiipV4hgfnh,https://www.youtube.com/watch?v=Py_T9Pznbf4,Freddie Gibbs - Feel No Pain (ft. Anderson .Paak & Raekwon) [Official Visualizer],Freddie Gibbs,True,True,Py_T9Pznbf4,510930.0,9452.0,255.0,https://open.spotify.com/track/3w0Pr8rZSnYWiipV4hgfnh,41.0
Freddie Gibbs - Gang Signs (feat. ScHoolboy Q) [Official Video].opus,83522.1875,[122.2826087],-9.773612,0.27409115,0.9973042897663806,0.5299510572011767,0.0240403551059487,0.5172108455972875,[0.38987758],5.0,0.0,3.0,22.59261634570239,0.0470869979887626,2550.665790652073,2958.169747405556,Freddie Gibbs,https://open.spotify.com/artist/0Y4inQK6OespitzD6ijMwb,Gang Signs (feat. ScHoolboy Q),$oul $old $eparately (Bonus Edition),album,spotify:track:0z2baDSyZghkfn5Bn6uHP3,https://www.youtube.com/watch?v=_WnXMMOkubA,Freddie Gibbs - Gang Signs (feat. ScHoolboy Q) [Official Video],Freddie Gibbs,True,True,_WnXMMOkubA,15246468.0,207848.0,5273.0,https://open.spotify.com/track/6snYsavG9vq3C7RGN98dst,48.0
Freddie Gibbs - Too Much (ft. Moneybagg Yo) [Official Music Video].opus,128522.45833333331,[114.79591837],-14.659296,0.1438076,0.9958749846148172,0.5838206701743989,0.0222521364062864,0.5708294129848686,[0.3178857],3.0,1.0,3.0,22.46918297054848,0.0429845546051539,2215.3101188474457,2597.1411461619596,Freddie Gibbs,https://open.spotify.com/artist/0Y4inQK6OespitzD6ijMwb,Too Much (feat. Moneybagg Yo),Too Much (feat. Moneybagg Yo),single,spotify:track:7pZeacKYnK4unCplCmI2qb,https://www.youtube.com/watch?v=8rU2hnKhDNA,Freddie Gibbs - Too Much (ft. Moneybagg Yo) [Official Music Video],Freddie Gibbs,True,True,8rU2hnKhDNA,4249669.0,50881.0,2341.0,https://open.spotify.com/track/7pZeacKYnK4unCplCmI2qb,43.0
Freed From Desire (Xtm Remix Edit).opus,107020.79166666669,[90.72580645],-10.873055,0.27281561,0.9953944555285014,0.387609315396103,0.0341862831146741,0.3743583936020868,[0.40414812],2.0,1.0,3.0,22.066283512751315,0.0672278218899491,3563.688351551794,3766.8377763103913,Gala,https://open.spotify.com/artist/3OqTvcWgb0xaainosGVvuZ,Freed from Desire - Xtm Remix Edit,Freed from Desire (The Remixes),single,spotify:track:3tjKbhvPU6mV0nnJQ987SP,https://www.youtube.com/watch?v=RZJcWekycd0,Freed From Desire (Xtm Remix Edit),Gala - Topic,True,True,RZJcWekycd0,19965080.0,203435.0,847.0,https://open.spotify.com/track/3tjKbhvPU6mV0nnJQ987SP,58.0
French Montana - Unforgettable ft. Swae Lee.opus,143522.54166666666,[130.81395349],-11.792188,0.22041652,0.993675269826158,0.6423774589295379,0.0182231715121766,0.6306713043199088,[0.30590608],1.0,0.0,3.0,21.048183492234884,0.0354812749075691,1870.7856105542992,2450.8814704565175,French Montana,https://open.spotify.com/artist/6vXTefBL93Dj5IqAWq6OTv,Unforgettable,Jungle Rules,album,spotify:track:3B54sVLJ402zGa6Xm4YGNe,https://www.youtube.com/watch?v=CTFtOOh47oo,French Montana - Unforgettable ft. Swae Lee,FrenchMontanaVEVO,True,True,CTFtOOh47oo,1865441689.0,8742286.0,185697.0,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe,85.0
